objid ra dec u g r i z redshift
1237661068190745126 187.985489834228 13.7797159456902 24.24829 21.40394 19.2792 18.46589 18.00556 0.4478989
1237661068190745199 188.011766175639 13.849208277411 23.67855 21.90799 20.22018 19.37434 18.99863 0.5065548
1237661813886353501 187.002132268368 13.4361474362818 21.00355 18.82293 17.5948 17.11081 16.74075 0.1772237
1237661813886353535 187.044327682814 13.5044800055764 18.25561 16.59143 15.73859 15.32473 14.99185 0.08351548
1237661813886353540 187.059409526317 13.3589124148429 19.80125 19.04719 18.54782 18.23238 18.09252 0.2336968
1237661813886353604 187.059320632126 13.4391885835544 21.39711 19.30508 17.79349 17.22483 16.88041 0.283693
1237661813886353923 187.061378645673 13.3836702712655 26.41885 21.13009 19.41393 18.6997 18.19296 0.3891943
1237661813886419056 187.181475824669 13.4330687960974 21.35146 19.41126 17.96628 17.40167 17.04867 0.2544991
1237661813886419447 187.255557432715 13.3446459818534 23.87253 22.12642 20.33389 19.42727 19.19488 0.6027175
1237661813886419741 187.265752586881 13.3650578974893 24.58434 23.30388 21.35727 20.10002 19.26054 0.7223143
1237661813886484520 187.427595831906 13.4282633627371 22.56911 21.0743 20.08075 19.54535 19.45386 0.007570081
1237661813886484974 187.396018729529 13.3358537073886 27.13494 24.07688 20.49743 19.19405 18.53464 0.6632853
1237661813886484983 187.40184407366 13.3369292542125 23.12099 21.46949 19.88253 19.01157 18.57466 0.4790767
1237661813886550028 187.468038511085 13.4274647936847 14.48129 12.92369 12.05824 11.67079 11.35947 0.007645361
1237661813886550148 187.497734678761 13.5182776908904 19.73798 18.30518 17.50165 16.99524 16.70568 0.0983919
1237661813886550159 187.519764430358 13.4422469715716 19.75216 17.64538 16.75251 16.34518 16.02661 0.0830195
1237661813886550187 187.561027568947 13.38788952157 19.46524 17.57173 16.66285 16.25 15.92129 0.08425526
1237661813886550213 187.587730717458 13.4370859114837 19.56661 18.0741 17.31592 16.87145 16.59699 0.08376937
1237661813886550233 187.505430229833 13.3972037802432 23.48207 20.26052 18.99857 18.50011 18.14922 0.2276253
1237661813886550351 187.49586948243 13.5070580844459 24.5664 22.13707 20.63089 19.79535 19.28511 0.5383634
1237661813886550400 187.515413430194 13.4399128092538 22.89744 21.74114 20.66112 19.94541 19.47448 0.6403223
1237661813886550446 187.535739674903 13.4280753321017 21.75756 21.78835 20.31236 19.41011 18.91148 0.57438
1237661813886550577 187.587819973431 13.329654841484 22.46688 21.04793 19.65304 18.96767 18.50297 0.4363214
1237661813886615625 187.604206635528 13.4620643505542 18.70209 16.75713 15.83341 15.40904 15.07452 0.08290624
1237661813886615866 187.630632261394 13.343432455056 25.53133 21.46012 19.77767 18.97094 18.53299 0.4805369
1237661813886616121 187.731904918646 13.3483651661432 19.15542 18.08484 17.53836 17.3517 17.15931 1.816794
1237661813886681274 187.784829473291 13.3309695519347 19.09096 17.912 17.49986 17.28557 17.08972 0.04208458
1237661813886681492 187.829451195907 13.3673836156024 26.58247 21.67635 19.9337 19.13683 18.61183 0.484745
1237661813886681525 187.843354951472 13.3906329012068 23.59368 21.01391 19.20303 18.38702 17.96831 0.4760681
1237661813886746782 187.927409617199 13.3343878951847 24.51906 21.50603 19.75324 18.876 18.39588 0.4783413
1237661813886746787 187.938280277225 13.3507140421083 19.87414 17.97179 16.92897 16.51569 16.12247 0.1150774
1237661813886747068 187.947708038037 13.3715687516386 21.08129 20.76039 18.92229 18.07079 17.62562 0.4764124
1237661950792302684 187.094609339283 13.3276796036925 18.45123 17.12634 16.60774 16.28287 16.04677 0.05657562
1237661950792433778 187.356363877561 13.3001625853993 17.72591 16.34836 15.65338 15.2412 14.98534 0.0836051
1237661950792433916 187.36556242471 13.2659575599045 26.07719 20.93655 19.1404 18.49223 18.05668 0.3857735
1237661950792434220 187.365674156495 13.1419776420517 25.72511 21.42759 19.7483 18.94178 18.52213 0.4813765
1237661950792434424 187.334174821831 13.1755747552345 24.04065 22.76627 20.81467 19.62477 19.24205 0.6560773
1237661950792434468 187.378023277395 13.2587788679563 22.99821 22.45473 20.69398 19.38186 18.88213 0.6569228
1237661950792499384 187.457751584124 13.2292026937512 18.77931 17.7388 17.36065 17.14293 17.00662 0.0437276
1237661950792499391 187.461894451572 13.2517795760949 18.24751 17.06201 16.42686 16.06627 15.84322 0.082601
1237661950792499723 187.450863959321 13.164756028563 23.57249 21.72752 20.15942 19.28977 18.90126 0.4669789
1237661950792499753 187.460911696709 13.1945380749737 25.74208 21.99383 20.3729 19.45361 19.07331 0.5052067
1237661950792499893 187.502021886389 13.195704960616 26.09146 22.63223 21.11759 20.06134 19.72986 0.5924925
1237661950792499968 187.539492663347 13.3213078788951 22.52262 21.94348 20.56575 19.58022 19.00785 0.573396
1237661950792500262 187.560770619957 13.1231795391526 25.97096 22.29825 20.7104 19.28505 18.72915 0.6716554
1237661950792565110 187.587143227535 13.1582334763037 22.49919 21.87753 20.09332 18.96335 18.50401 0.5397869
1237661950792565189 187.610238998636 13.2017143555275 21.56602 21.17178 20.06979 19.04215 18.57812 0.671191
1237661950792565266 187.630970362462 13.1676834483282 23.71094 22.6298 20.77005 19.68909 19.18991 0.5278876
1237661950792565644 187.620947747884 13.1457789342453 22.68189 21.84997 20.11319 18.87268 18.20332 0.7280526
1237661950792630644 187.74311895615 13.2267065370897 23.45714 21.56277 20.46332 19.50594 19.06145 0.6899231
1237661950792630817 187.798191320436 13.2284597056153 22.34771 21.82864 20.08148 19.17958 18.74906 0.4731263
1237661950792630893 187.820841606458 13.2401627670292 25.85335 21.61626 20.00706 19.16558 18.75202 0.476229
1237661950792630940 187.833869955922 13.2413196412387 23.74918 21.61758 20.1705 19.26702 18.8531 0.4772124
1237661950792631275 187.84974276211 13.2289030738316 24.42209 23.18824 21.2516 19.86903 19.45084 0.655795
1237661951329173601 187.002651966534 13.6508070801533 19.69049 18.4361 17.75632 17.38234 17.16793 0.1519254
1237661951329173613 187.020694115634 13.578111131397 17.77139 16.47737 15.87223 15.5664 15.44213 0.0003713897
1237661951329173624 187.034819870179 13.605523508107 19.72922 18.55786 17.83515 17.35031 17.11529 0.163911
1237661951329173645 187.056497933253 13.5705728132464 17.42249 16.07868 15.30567 14.87064 14.48171 0.02012645
1237661951329173752 187.099969561745 13.6153799815861 23.51498 21.00745 19.12871 18.44126 18.07168 0.3901104
1237661951329173792 187.060748589043 13.6876543641656 18.61889 17.53514 17.18567 16.9368 16.90279 0.04780376
1237661951329173918 186.968177304439 13.6783018607751 24.55156 22.65254 21.14622 20.01829 19.72902 0.7316553
1237661951329174096 187.020536020784 13.6120160282413 19.35841 17.40395 16.81332 16.51827 16.4415 0.002869184
1237661951329239160 187.236416061834 13.6138339362294 19.41427 18.23321 17.49938 17.064 16.80276 0.1528024
1237661951329239216 187.172270809715 13.6764779943571 21.58849 19.3375 17.90845 17.36938 17.03451 0.2556377
1237661951329239239 187.256094528131 13.7266807626243 19.98566 18.54197 17.44496 16.94945 16.58875 0.1873921
1237661951329239618 187.182478385882 13.6156499298939 21.96165 21.84664 20.46971 19.51515 19.06932 0.6404802
1237661951329239704 187.215910860541 13.6989860487707 21.87179 20.50228 19.70938 19.01714 18.72053 0.3876948
1237661951329239736 187.222981054744 13.5518747536855 24.01546 22.18687 20.425 19.38319 19.00558 0.550437
1237661951329304680 187.269075740416 13.5728586934868 18.90472 17.36669 16.50172 16.08145 15.75921 0.1149833
1237661951329304695 187.316603615818 13.5828033460188 19.96301 18.71573 17.6595 17.14312 16.81996 0.2490349
1237661951329304745 187.317364358336 13.7037277342469 22.48646 20.21161 18.59969 17.98668 17.6399 0.318464
1237661951329304973 187.294810934963 13.5982881635486 25.70118 21.55832 20.23496 19.24756 19.04168 0.5179301
1237661951329435676 187.64780630904 13.6215041369925 21.91049 20.40548 18.71128 18.09764 17.74035 0.2437555
1237661951329436502 187.698545592901 13.5799895597084 25.90992 22.8863 20.65667 19.532 19.16779 0.513469
1237661951329501258 187.75353954804 13.7027795793599 18.66436 17.51676 16.9652 16.63613 16.38487 0.1145488
1237661951329501329 187.749635114631 13.5464164481692 19.49177 18.32228 17.82586 17.45562 17.25841 0.11513
1237661951329501377 187.759598524094 13.6543703953069 22.39567 20.62892 18.79922 18.18305 17.85836 0.3231127
1237661951329501378 187.760268610832 13.6559206415574 23.7847 20.85064 19.12336 18.52266 18.16584 0.3230931
1237661951329501940 187.74950697602 13.6897601119149 22.67925 22.35258 20.48156 19.54506 19.07121 0.5147814
1237661951329501989 187.77748303652 13.6630059249242 23.01857 22.38741 20.39126 19.21967 18.64466 0.6822518
1237661951329566735 187.887333150368 13.6641878471426 23.94667 22.3122 20.48155 19.56239 19.16057 0.4902854
1237661951329566851 187.916949684611 13.6740371855857 26.81439 20.6029 18.79625 18.15346 17.75637 0.3413107
1237661951329566871 188.016628927631 13.5803827881692 21.24839 19.33302 17.62263 17.00927 16.64457 0.3230458
1237661951329567063 187.906934782374 13.6530515665064 24.50518 21.43251 19.69583 18.9918 18.5972 0.3885375
1237664289392427876 187.102272863816 13.9468778878128 22.78563 20.83983 19.92498 19.1728 18.80669 0.2208706
1237664289392558374 187.336242677276 14.0730220594564 21.02723 19.03682 17.71643 17.15899 16.79579 0.254841
1237664289392558378 187.353015372742 14.146733773634 21.58585 20.55413 18.6783 17.9876 17.55127 0.3776907
1237664289392558387 187.381554894714 14.1264824673712 21.72303 19.73336 18.26676 17.69377 17.31028 0.2542591
1237664289392558784 187.380461615427 14.0836348028265 23.70869 21.75424 19.95149 19.06241 18.64026 0.4912724
1237664289392623627 187.443761508012 14.1170175034515 23.16316 18.95165 17.94603 16.75238 16.00814 -2.858821e-05
1237664289392624431 187.473209665471 14.0067649592426 25.27152 22.16355 20.26404 19.18353 18.77143 0.5718754
1237664289392624571 187.554684492946 13.984034588417 24.12457 22.47599 20.70806 19.73665 19.24789 0.5170599
1237664289392689370 187.622175548294 13.9479620398698 19.20188 17.91455 17.28809 16.94691 16.7347 0.1000325
1237664289392689442 187.584983659693 14.1401192865205 19.94366 18.58606 17.8153 17.48887 17.43929 0.3141931
1237664289392689518 187.680073468871 14.125810000469 23.92847 21.90456 20.0759 19.19658 18.7732 0.4897687
1237664289392689795 187.647814637072 14.08893113509 23.7833 21.77754 20.07509 19.26706 18.8974 0.5103505
1237664289392689855 187.666104942165 14.0140450231025 21.65868 20.17224 19.06968 18.57336 18.29437 0.2331397
1237664289392689971 187.705875318856 14.1249731214074 22.34096 20.81095 19.60624 18.72808 18.47093 0.5943038
1237664289392754808 187.803349531117 14.0862352753652 19.71447 17.68257 16.702 16.20256 15.84284 0.07090172
1237664289392754994 187.853248867511 14.0468913698237 24.04075 21.20599 19.42281 18.76999 18.45181 0.3239903
1237664289392755106 187.839355914704 13.9988289840432 21.70479 21.03182 20.51714 19.81061 19.46961 0.5968511
1237664289392755379 187.799698141948 14.0112618561321 22.26088 21.36982 20.01638 19.25238 18.83413 0.5052858
1237664289392755476 187.845056145611 14.0188014753251 24.454 22.40145 20.4128 19.42656 18.90981 0.5054927
